,season,id,name,position,team,conference,countablePlays,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
9080,2019,3843247,Justin McMillan,QB,Tulane,American Athletic,465,0.282,0.202,0.484,0.255,0.124,0.453,0.269,0.303,131.216,67.273,63.942,47.44,17.74,51.225,75.738,55.478
6276,2018,3921561,Deondre Francois,QB,Florida State,ACC,464,0.174,0.191,0.034,-0.033,0.223,0.371,0.038,0.315,80.945,79.243,1.702,-5.404,34.855,48.547,9.023,71.922
825,2015,3915468,Riley Neal,QB,Ball State,Mid-American,463,0.169,0.144,0.302,0.159,0.042,0.382,0.116,0.247,78.276,55.893,22.384,28.372,6.209,47.788,32.244,46.033
2122,2016,546288,Ryan Finley,QB,NC State,ACC,463,0.27,0.314,-0.063,-0.039,0.361,0.664,0.122,0.448,124.844,128.296,-3.452,-6.572,49.075,95.608,30.8,94.044
6592,2018,3917958,Ryan Willis,QB,Virginia Tech,ACC,463,0.298,0.245,0.531,0.104,0.289,0.469,0.227,0.395,138.186,92.553,45.633,17.635,39.918,62.314,60.688,77.498
8979,2019,4036149,Nathan Stanley,QB,Iowa,Big Ten,463,0.246,0.218,0.472,0.231,-0.001,0.454,0.146,0.393,114.116,89.594,24.522,35.327,-0.102,64.504,40.216,73.9
9240,2019,4029885,Stephen Calvert,QB,Liberty,FBS Independents,463,0.35,0.374,-0.321,0.311,0.37,0.441,0.361,0.333,161.887,167.025,-5.137,61.964,52.206,50.226,100.223,61.664
4025,2017,4038809,Jake Bentley,QB,South Carolina,SEC,462,0.247,0.208,0.62,0.212,0.13,0.412,0.248,0.246,114.22,86.958,27.262,35.203,20.313,54.347,66.096,48.123
9315,2019,4427238,Dillon Gabriel,QB,UCF,American Athletic,462,0.384,0.382,0.403,0.269,0.261,0.701,0.364,0.413,177.475,158.127,19.349,53.803,35.795,77.802,100.593,76.882
147,2014,3124092,John Wolford,QB,Wake Forest,ACC,460,-0.02,0.005,-0.192,-0.054,-0.142,0.149,-0.097,0.069,-9.075,1.864,-10.938,-9.256,-20.406,19.713,-23.881,14.807
6343,2018,4029885,Stephen Calvert,QB,Liberty,FBS Independents,460,0.194,0.201,-0.101,0.028,0,0.526,0.062,0.373,89.302,90.308,-1.006,4.376,0.006,78.864,16.478,72.824
4137,2017,3892775,Jarrett Stidham,QB,Auburn,SEC,459,0.287,0.293,0.246,0.175,0.107,0.623,0.189,0.42,131.643,116.157,15.486,26.08,17.644,87.18,50.179,81.463
6251,2018,4038741,Kato Nelson,QB,Akron,Mid-American,459,0.167,0.184,0.103,0.039,0.157,0.386,0.043,0.327,76.53,66.366,10.165,7.501,21.936,46.288,11.094,65.437
6739,2018,3116379,Justice Hansen,QB,Arkansas State,Sun Belt,459,0.357,0.371,0.297,0.236,0.276,0.704,0.256,0.531,163.698,137.012,26.686,46.076,36.438,83.026,74.45,89.249
8976,2019,3915436,Steven Montez,QB,Colorado,Pac-12,459,0.244,0.212,0.54,0.166,0.209,0.451,0.26,0.223,112.21,87.895,24.315,27.171,31.959,59.958,70.345,41.865
6725,2018,3886812,Jake Browning,QB,Washington,Pac-12,458,0.351,0.329,0.505,0.197,0.181,0.725,0.326,0.379,160.699,131.42,29.279,27.808,27.895,107.997,79.19,81.508
9002,2019,4035292,Shea Patterson,QB,Michigan,Big Ten,458,0.253,0.266,0.173,0.131,0.34,0.299,0.227,0.295,115.999,105.437,10.562,24.967,47.883,34.646,64.378,51.622
1996,2016,3916208,Ben Hicks,QB,SMU,American Athletic,456,0.196,0.189,0.339,-0.041,0.025,0.636,0.095,0.321,89.196,82.757,6.439,-6.355,3.62,94.779,24.007,65.189
8803,2019,4427105,Max Duggan,QB,TCU,Big 12,456,0.175,0.079,0.513,-0.009,0.031,0.573,0.04,0.361,79.725,27.918,51.807,-1.56,4.649,72.769,10.731,68.994
9016,2019,4567218,Bo Nix,QB,Auburn,SEC,456,0.259,0.249,0.311,0.264,0.095,0.385,0.163,0.389,118.129,94.198,23.931,45.918,14.293,47.741,42.709,75.42
907,2015,3139591,Quinton Flowers,QB,South Florida,American Athletic,455,0.254,0.253,0.256,0.205,0.153,0.376,0.135,0.442,115.61,72.597,43.012,37.113,20.646,47.729,37.732,77.877
2309,2016,547206,Austin Allen,QB,Arkansas,SEC,455,0.401,0.423,0.077,0.192,0.569,0.447,0.309,0.504,182.296,180.072,2.225,29.152,97.251,54.524,74.465,107.832
9020,2019,4039073,Mason Fine,QB,North Texas,Conference USA,455,0.261,0.289,-0.117,0.129,0.093,0.505,0.212,0.335,118.966,122.58,-3.614,22.422,12.99,63.122,57.355,61.61
4084,2017,3931782,Chase Litton,QB,Marshall,Conference USA,454,0.265,0.268,0.224,0.082,0.188,0.588,0.171,0.386,120.492,115.568,4.924,14.5,27.311,71.778,43.709,76.783
9044,2019,4426348,Jayden Daniels,QB,Arizona State,Pac-12,454,0.267,0.26,0.294,0.082,0.297,0.476,0.095,0.511,121.309,93.363,27.946,14.543,42.697,58.606,25.251,96.058
6655,2018,3916564,Tyree Jackson,QB,Buffalo,Mid-American,453,0.322,0.278,0.782,-0.151,0.325,0.86,0.118,0.621,145.94,114.643,31.297,-25.881,44.903,107.456,31.636,114.304
954,2015,3722362,Brett Rypien,QB,Boise State,Mountain West,452,0.302,0.301,0.313,0.217,0.228,0.435,0.25,0.378,136.471,130.216,6.255,36.806,36.215,48.684,67.288,69.183
4486,2017,3924327,Drew Lock,QB,Missouri,SEC,452,0.451,0.474,0.147,0.428,0.211,0.878,0.385,0.568,204.039,199.491,4.547,89.396,28.91,91.324,111.393,92.645
9279,2019,4036429,Zac Thomas,QB,Appalachian State,Sun Belt,452,0.366,0.338,0.491,0.04,0.433,0.633,0.204,0.588,165.537,125.241,40.296,6.139,64.591,88.045,53.314,112.222
1746,2016,545645,Kurt Benkert,QB,Virginia,ACC,450,0.064,0.054,0.218,-0.082,-0.017,0.331,0.068,0.058,28.895,22.79,6.105,-15.461,-2.444,36.79,18.535,10.36
3735,2017,4038224,Dru Brown,QB,Hawai'i,Mountain West,450,0.139,0.106,0.574,-0.057,0.198,0.562,0.061,0.252,62.647,44.291,18.357,-9.657,29.239,65.756,16.332,46.316
3942,2017,545757,Tanner Lee,QB,Nebraska,Big Ten,450,0.215,0.22,0.091,0.108,0.202,0.331,0.259,0.164,96.914,95.542,1.372,15.89,29.663,46.709,63.033,33.881
4431,2017,545910,Logan Woodside,QB,Toledo,Mid-American,450,0.421,0.429,0.285,0.473,0.228,0.575,0.374,0.489,189.271,182.151,7.121,83.313,34.129,66.725,100.255,89.016
6933,2018,4036378,Jordan Love,QB,Utah State,Mountain West,450,0.455,0.474,0.247,0.072,0.54,0.974,0.252,0.85,204.763,195.641,9.121,14.012,76.744,106.149,74.704,130.059
8955,2019,4239086,Desmond Ridder,QB,Cincinnati,American Athletic,449,0.237,0.152,0.489,0.156,-0.025,0.605,0.183,0.305,106.525,50.8,55.725,26.103,-3.61,79.232,45.591,60.935
795,2015,3128843,Alex McGough,QB,Florida International,Conference USA,447,0.143,0.139,0.177,0.081,0.035,0.479,0.115,0.193,64.009,54.991,9.018,15.431,4.505,55.569,33.007,31.002
6916,2018,4044431,K.J. Costello,QB,Stanford,Pac-12,447,0.448,0.455,0.303,0.26,0.348,0.832,0.284,0.69,200.384,194.334,6.051,45.217,52.57,96.56,75.571,124.814
9183,2019,3914382,J'Mar Smith,QB,Louisiana Tech,Conference USA,447,0.325,0.332,0.285,0.217,0.306,0.544,0.26,0.418,145.053,124.547,20.505,40.442,43.804,60.358,68.931,76.121
8952,2019,4242995,Jorge Reyna,QB,Fresno State,Mountain West,446,0.236,0.229,0.272,-0.001,0.348,0.468,0.13,0.409,105.302,86.021,19.28,-0.154,49.41,56.576,35.847,69.455
2391,2016,3886812,Jake Browning,QB,Washington,Pac-12,445,0.463,0.447,0.646,0.324,0.622,0.539,0.468,0.454,206.056,182.817,23.239,62.197,81.496,63.07,137.092,68.964
9081,2019,3886621,Ty Storey,QB,Western Kentucky,Conference USA,445,0.283,0.278,0.3,0.076,0.312,0.47,0.219,0.397,126.023,96.608,29.415,12.761,47.158,53.161,62.536,63.487
9094,2019,4039210,Drew Plitt,QB,Ball State,Mid-American,445,0.289,0.286,0.308,0.095,0.382,0.49,0.184,0.454,128.794,109.059,19.735,15.793,51.557,62.216,49.761,79.033
4043,2017,546145,Brandon Silvers,QB,Troy,Sun Belt,443,0.254,0.243,0.411,0.043,0.228,0.514,0.173,0.374,112.492,100.564,11.928,7.294,33.715,57.6,45.843,66.649
8745,2019,4044122,Anthony Russo,QB,Temple,American Athletic,443,0.158,0.165,-0.01,-0.065,0.296,0.382,0.068,0.287,70.04,70.22,-0.18,-11.334,40.291,45.49,17.821,52.219
9076,2019,4361902,Dan Ellington,QB,Georgia State,Sun Belt,443,0.281,0.272,0.303,0.195,0.264,0.396,0.287,0.269,124.3,88.198,36.102,30.172,42.766,43.957,81.541,42.759
9352,2019,4241556,Levi Lewis,QB,Louisiana,Sun Belt,443,0.404,0.385,0.542,0.127,0.45,0.806,0.203,0.753,179.007,150.277,28.73,24.55,67.026,76.592,57.069,121.937
3947,2017,545682,A.J. Erdely,QB,UAB,Conference USA,442,0.216,0.16,0.428,0.118,0.135,0.525,0.201,0.239,95.458,56.073,39.384,20.675,17.898,67.222,54.558,40.899
7112,2018,4039300,D'Eriq King,QB,Houston,American Athletic,441,0.55,0.51,0.697,0.234,0.508,1.131,0.314,0.919,242.625,176.397,66.228,43.37,69.046,122.181,84.572,158.053
6596,2018,4239086,Desmond Ridder,QB,Cincinnati,American Athletic,440,0.3,0.345,0.182,0.06,0.348,0.712,0.1,0.584,132.161,110.375,21.786,9.816,53.309,81.873,25.869,106.292
8999,2019,4035003,Jacob Eason,QB,Washington,Pac-12,440,0.253,0.251,0.303,0.218,0.165,0.309,0.194,0.332,111.525,105.154,6.371,34.649,24.459,35.886,48.799,62.726
239,2014,3124981,Tyler Rogers,QB,New Mexico State,FBS Independents,439,0.179,0.177,0.199,0.154,0.017,0.429,0.188,0.167,78.695,68.967,9.728,23.511,2.535,52.345,46.708,31.987
3857,2017,552782,Brogan Roback,QB,Eastern Michigan,Mid-American,437,0.187,0.199,-0.007,0.101,0.242,0.191,0.122,0.272,81.823,81.983,-0.16,16.706,32.194,24.203,30.21,51.613
6717,2018,4038809,Jake Bentley,QB,South Carolina,SEC,437,0.348,0.347,0.363,0.152,0.335,0.681,0.185,0.654,152.254,136.298,15.956,26.988,43.204,79.719,52.817,99.437
8750,2019,4261909,Isaiah Green,QB,Marshall,Conference USA,437,0.159,0.146,0.211,0.041,0.141,0.418,0.03,0.342,69.396,51.477,17.918,6.836,21.498,45.616,7.794,61.601
2150,2016,550448,Jesse Ertz,QB,Kansas State,Big 12,434,0.29,0.191,0.469,0.19,0.043,0.636,0.223,0.385,125.779,53.597,72.182,30.342,5.885,80.718,56.952,68.827
6713,2018,3893630,Brady White,QB,Memphis,American Athletic,434,0.346,0.379,-0.12,0.247,0.246,0.542,0.22,0.509,150.014,153.505,-3.491,37.024,33.988,75.323,53.878,96.136
6588,2018,3915776,Kyle Shurmur,QB,Vanderbilt,SEC,433,0.297,0.304,0.145,0.146,0.176,0.611,0.138,0.54,128.462,125.709,2.752,24.336,22.056,77.006,36.036,92.425
8523,2019,4426657,Ryan Hilinski,QB,South Carolina,SEC,431,0.072,0.075,-0.019,0.101,-0.008,0.09,0.064,0.083,31.087,31.373,-0.286,14.962,-1.199,11.292,15.605,15.482
8603,2019,4240391,Tommy DeVito,QB,Syracuse,ACC,431,0.106,0.08,0.259,-0.088,0.137,0.494,-0.016,0.273,45.599,29.276,16.323,-13.701,19.387,59.744,-4.085,49.684
9214,2019,4259592,Sean Clifford,QB,Penn State,Big Ten,431,0.338,0.347,0.307,0.24,0.219,0.611,0.354,0.316,145.833,117.258,28.576,37.245,33.763,71.52,89.826,56.008
786,2015,3124944,Garrett Smith,QB,Louisiana Monroe,Sun Belt,430,0.14,0.183,-0.049,-0.027,0.068,0.324,0.039,0.284,60.006,63.975,-3.969,-4.24,9.509,38.503,9.962,50.044
6473,2018,3892775,Jarrett Stidham,QB,Auburn,SEC,430,0.25,0.281,-0.004,0.135,0.247,0.437,0.192,0.344,107.564,107.729,-0.165,21.721,34.631,53.275,51.128,56.436
8911,2019,4043136,Jett Duffey,QB,Texas Tech,Big 12,430,0.22,0.229,0.158,0.216,0.263,0.368,0.1,0.434,94.607,85.586,9.022,40.039,37.102,34.586,27.388,67.219
2388,2016,3722362,Brett Rypien,QB,Boise State,Mountain West,429,0.462,0.46,0.483,0.222,0.472,0.762,0.358,0.613,198.137,183.636,14.501,34.67,70.858,86.841,91.417,106.72
1952,2016,3128814,Manny Wilkins,QB,Arizona State,Pac-12,428,0.174,0.156,0.237,-0.037,0.313,0.335,0.079,0.308,74.306,52.007,22.299,-6.152,43.826,38.806,19.754,54.552
2060,2016,3125259,Dallas Davis,QB,South Alabama,Sun Belt,428,0.234,0.206,0.377,0.091,0.232,0.423,0.254,0.212,100.073,74.094,25.979,11.955,37.784,49.928,56.445,43.627
6371,2018,4244029,Jarret Doege,QB,Bowling Green,Mid-American,428,0.205,0.23,-0.259,0.058,0.129,0.512,0.143,0.295,87.56,93.249,-5.688,8.931,18.08,63.457,36.197,51.364
6798,2018,4360310,Trevor Lawrence,QB,Clemson,ACC,428,0.389,0.389,0.393,0.212,0.266,0.861,0.245,0.621,166.5,150.368,16.132,34.495,40.481,92.984,64.658,101.842
9015,2019,3917957,Carter Stanley,QB,Kansas,Big 12,428,0.257,0.305,-0.11,0.056,0.197,0.611,0.099,0.475,110.057,115.434,-5.377,9.345,26.449,70.933,24.491,85.566
9162,2019,4259269,Chris Reynolds,QB,Charlotte,Conference USA,428,0.317,0.319,0.314,0.093,0.276,0.716,0.201,0.519,135.861,95.688,40.173,15.374,42.723,67.28,54.421,81.44
9382,2019,4428512,Kedon Slovis,QB,USC,Pac-12,428,0.424,0.455,-0.081,0.291,0.35,0.878,0.332,0.629,181.282,183.313,-2.031,56.666,48.707,79.034,98.191,83.091
2628,2016,550373,Baker Mayfield,QB,Oklahoma,Big 12,427,0.695,0.766,0.274,0.427,0.754,0.939,0.573,0.888,296.699,279.713,16.986,63.221,125.183,99.53,150.252,146.447
2200,2016,552782,Brogan Roback,QB,Eastern Michigan,Mid-American,425,0.324,0.321,0.343,-0.002,0.345,0.711,0.198,0.506,137.616,119.072,18.544,-0.359,48.697,73.223,50.004,87.612
8959,2019,3921648,Ryan Agnew,QB,San Diego State,Mountain West,425,0.239,0.232,0.293,0.027,0.222,0.356,0.162,0.305,101.637,86.973,14.664,3.462,33.057,49.48,31.836,69.801
950,2015,3886812,Jake Browning,QB,Washington,Pac-12,424,0.298,0.283,0.474,0.159,0.348,0.54,0.11,0.562,126.27,110.637,15.633,25.912,48.706,62.057,27.285,98.985
6723,2018,4036149,Nathan Stanley,QB,Iowa,Big Ten,424,0.35,0.353,0.31,0.136,0.155,0.733,0.239,0.503,148.55,141.729,6.822,18.7,21.726,98.156,58.488,90.062
2437,2016,3912547,Sam Darnold,QB,USC,Pac-12,422,0.503,0.545,0.201,0.251,0.645,0.703,0.372,0.69,212.202,201.759,10.443,40.226,102.541,71.695,92.172,120.03
887,2015,3931782,Chase Litton,QB,Marshall,Conference USA,420,0.228,0.244,0.017,0.112,0.244,0.381,0.137,0.365,95.81,95.327,0.483,17.544,35.41,42.346,34.415,61.395
1886,2016,3124092,John Wolford,QB,Wake Forest,ACC,419,0.136,0.054,0.409,0.047,0.09,0.4,0.069,0.229,57.07,17.386,39.684,8.089,11.065,46.428,16.68,40.389
4021,2017,3122611,Ty Gangi,QB,Nevada,Mountain West,419,0.246,0.255,0.17,0.012,0.207,0.705,0.121,0.465,103.035,95.227,7.808,2.123,26.851,73.29,32.305,70.73
6555,2018,4034948,Feleipe Franks,QB,Florida,SEC,417,0.282,0.266,0.337,0.116,0.292,0.57,0.176,0.495,117.399,87.405,29.994,20.017,38.858,59.229,49.157,68.243
830,2015,549956,Bryant Shirreffs,QB,Connecticut,American Athletic,416,0.174,0.153,0.228,0.075,0.177,0.382,0.105,0.264,72.329,46.3,26.028,11.233,23.755,45.842,24.724,47.604
1874,2016,3915776,Kyle Shurmur,QB,Vanderbilt,SEC,416,0.132,0.142,-0.057,-0.043,0.136,0.302,0.052,0.227,54.919,56.126,-1.207,-6.743,15.225,41.41,11.732,43.187
3305,2017,3139889,Hasaan Klugh,QB,Charlotte,Conference USA,415,-0.052,-0.199,0.337,-0.083,-0.039,-0.05,-0.17,0.089,-21.491,-59.892,38.402,-12.136,-4.923,-6.282,-38.33,16.839
4337,2017,3128843,Alex McGough,QB,Florida International,Conference USA,415,0.375,0.358,0.481,0.071,0.472,0.632,0.286,0.512,155.499,128.094,27.405,11.223,58.02,78.345,71.968,83.531
1822,2016,549956,Bryant Shirreffs,QB,Connecticut,American Athletic,414,0.104,0.167,-0.057,-0.037,0.04,0.396,0.019,0.244,42.987,49.643,-6.656,-5.693,5.306,45.515,4.755,38.232
6059,2018,4240703,Kenny Pickett,QB,Pittsburgh,ACC,414,0.091,0.035,0.327,-0.225,0.169,0.351,-0.137,0.334,37.608,11.796,25.812,-29.972,23.422,46.022,-29.224,66.832
6569,2018,4361902,Dan Ellington,QB,Georgia State,Sun Belt,414,0.29,0.277,0.318,-0.05,0.362,0.693,0.134,0.513,119.989,79.314,40.675,-8.092,52.076,68.639,32.709,87.28
2463,2016,545910,Logan Woodside,QB,Toledo,Mid-American,412,0.524,0.578,-0.417,0.247,0.542,0.911,0.275,0.913,216.063,225.24,-9.176,37.834,73.203,108.403,69.144,146.919
9089,2019,4240689,Jake Fromm,QB,Georgia,SEC,412,0.286,0.297,0.096,0.187,-0.062,0.647,0.282,0.293,117.877,115.67,2.207,31.958,-6.275,86.013,69.022,48.855
6047,2018,3929824,Brian Lewerke,QB,Michigan State,Big Ten,411,0.086,0.052,0.256,-0.056,0.174,0.29,0.05,0.131,35.207,17.83,17.376,-8.262,23.898,35.054,11.303,23.904
1998,2016,546145,Brandon Silvers,QB,Troy,Sun Belt,410,0.196,0.188,0.291,0.147,0.14,0.316,0.211,0.169,80.184,70.885,9.299,23.925,18.849,31.638,54.971,25.212
4079,2017,557882,Stephen Johnson,QB,Kentucky,SEC,409,0.265,0.192,0.607,0.107,0.202,0.502,0.146,0.427,108.393,64.703,43.69,16.614,26.084,59.292,34.531,73.862
883,2015,550357,Thomas Woodson,QB,Akron,Mid-American,408,0.223,0.249,0.155,0.201,-0.099,0.638,0.167,0.316,90.94,73.082,17.857,34.505,-13.011,63.767,42.324,48.616
6488,2018,3915468,Riley Neal,QB,Ball State,Mid-American,408,0.255,0.159,0.725,-0.026,0.127,0.591,0.141,0.408,103.994,53.962,50.031,-3.796,16.43,72.086,33.031,70.962
2177,2016,3116379,Justice Hansen,QB,Arkansas State,Sun Belt,407,0.308,0.346,0.08,0.028,0.447,0.361,0.18,0.427,125.437,120.769,4.668,3.656,68.464,39.314,35.355,90.082
6159,2018,3916208,Ben Hicks,QB,SMU,American Athletic,406,0.132,0.125,0.263,-0.019,0.23,0.212,0.073,0.19,53.405,48.413,4.992,-2.73,31.717,23.132,14.818,38.587
6648,2018,3125968,Gus Ragland,QB,Miami (OH),Mid-American,406,0.319,0.323,0.298,0.017,0.318,0.671,0.218,0.46,129.569,109.883,19.686,2.71,35.911,75.156,51.437,78.132
9257,2019,4034946,Kyle Trask,QB,Florida,SEC,406,0.357,0.385,0.095,0.238,0.419,0.531,0.256,0.544,144.761,140.965,3.796,43.104,51.065,48.808,67.498,77.263
4152,2017,3932451,Brandon Wimbush,QB,Notre Dame,FBS Independents,405,0.294,0.144,0.682,0.111,0.167,0.711,0.19,0.433,119.03,42.004,77.026,18.776,19.01,83.181,44.049,74.981
8679,2019,4361435,Carson Strong,QB,Nevada,Mountain West,405,0.133,0.131,0.154,-0.011,0.211,0.259,-0.008,0.315,53.833,49.375,4.458,-1.751,28.045,26.908,-1.883,55.716
2311,2016,545683,Brent Stockstill,QB,Middle Tennessee,Conference USA,404,0.404,0.388,0.582,0.199,0.333,0.987,0.22,0.673,163.095,144.482,18.613,33.491,43.602,95.757,52.692,110.404
4175,2017,3915776,Kyle Shurmur,QB,Vanderbilt,SEC,404,0.304,0.323,-0.152,0.109,0.146,0.677,0.257,0.384,122.826,125.254,-2.427,18.726,13.721,83.296,64.899,57.927
4149,2017,3124037,Dalton Sturm,QB,UT San Antonio,Conference USA,402,0.293,0.248,0.441,0.104,0.176,0.594,0.269,0.325,117.738,76.303,41.435,14.906,22.569,72.43,61.504,56.234
1792,2016,3916564,Tyree Jackson,QB,Buffalo,Mid-American,401,0.086,0.054,0.2,0.049,-0.117,0.392,0.008,0.183,34.497,16.696,17.801,7.127,-14.978,45.095,1.751,32.746
4384,2017,548447,Taylor Lamb,QB,Appalachian State,Sun Belt,400,0.396,0.327,0.747,0.352,0.354,0.567,0.355,0.46,158.492,109.174,49.318,55.659,41.805,64.603,86.695,71.797
4238,2017,4040715,Jalen Hurts,QB,Alabama,SEC,399,0.332,0.26,0.493,0.335,0.231,0.447,0.338,0.322,132.634,71.445,61.189,50.212,30.76,50.082,85.92,46.713
4266,2017,3116772,Andrew Ford,QB,UMass,FBS Independents,398,0.345,0.349,0.277,0.139,0.496,0.535,0.227,0.528,137.331,131.518,5.813,24.478,55.531,50.79,54.926,82.405
915,2015,3916387,Lamar Jackson,QB,Louisville,ACC,397,0.263,0.123,0.537,0.111,0.28,0.55,0.164,0.429,104.446,32.462,71.984,18.889,34.459,53.318,40.574,63.872
2108,2016,4038224,Dru Brown,QB,Hawai'i,Mountain West,397,0.264,0.232,0.424,0.21,0.163,0.368,0.337,0.154,104.704,77.134,27.57,32.137,20.728,38.661,80.208,24.496
9177,2019,3124900,Jake Luton,QB,Oregon State,Pac-12,397,0.323,0.312,0.546,0.206,0.306,0.523,0.309,0.345,128.345,117.968,10.377,34.476,36.47,50.192,73.147,55.198
2007,2016,3116772,Andrew Ford,QB,UMass,FBS Independents,396,0.203,0.18,0.75,-0.091,0.212,0.671,0.063,0.435,80.465,68.466,11.999,-15.81,24.605,60.368,15.639,64.826
4278,2017,3127332,Marcus McMaryion,QB,Fresno State,Mountain West,396,0.351,0.326,0.512,0.349,0.336,0.345,0.432,0.233,138.881,112.27,26.611,50.952,45.332,37.652,101.166,37.715
6347,2018,4374303,JT Daniels,QB,USC,Pac-12,396,0.196,0.221,-0.18,0.116,0.198,0.38,0.123,0.294,77.47,81.964,-4.494,16.385,27.571,42.129,28.015,49.454
6742,2018,4046678,Ian Book,QB,Notre Dame,FBS Independents,396,0.359,0.4,0.168,0.159,0.218,0.796,0.223,0.594,142.06,130.284,11.776,26.132,23.744,85.923,55.888,86.172
4022,2017,558337,Nick Fitzgerald,QB,Mississippi State,SEC,395,0.246,0.134,0.474,0.061,0.301,0.454,0.243,0.25,97.017,35.397,61.621,9.279,35.495,49.901,62.325,34.692
6857,2018,4244688,Nathan Rourke,QB,Ohio,Mid-American,395,0.418,0.288,0.743,0.25,0.298,0.858,0.314,0.604,165.02,81.09,83.93,43.056,37.245,80.68,79.882,85.138
8585,2019,4427243,Brett Gabbert,QB,Miami (OH),Mid-American,395,0.101,0.115,0.025,0.105,-0.011,0.223,0.057,0.168,39.895,38.389,1.505,16.487,-1.243,24.93,13.642,26.253
9285,2019,4036419,Skylar John Thompson,QB,Kansas State,Big 12,395,0.37,0.358,0.414,0.087,0.331,0.683,0.21,0.566,146.31,109.093,37.217,11.43,41.057,88.842,45.493,100.817
2002,2016,4035003,Jacob Eason,QB,Georgia,SEC,394,0.199,0.188,0.577,-0.065,0.008,0.608,0.086,0.308,78.41,72.063,6.346,-8.008,1.029,82.67,16.739,61.671
2093,2016,550226,Conner Manning,QB,Georgia State,Sun Belt,392,0.254,0.255,0.236,-0.005,0.213,0.605,0.089,0.428,99.749,96.204,3.545,-0.671,29.216,68.345,17.918,81.831
3652,2017,4039470,Marcus Childers,QB,Northern Illinois,Mid-American,392,0.108,0.084,0.166,0.026,0.092,0.362,0.047,0.208,42.427,22.89,19.537,3.801,12.1,37.261,11.469,30.958
9406,2019,4035671,Tyler Huntley,QB,Utah,Pac-12,392,0.437,0.513,0.126,0.276,0.349,0.95,0.262,0.764,171.388,161.661,9.727,46.296,36.967,98.803,66.759,104.629
1979,2016,3918038,Chason Virgil,QB,Fresno State,Mountain West,391,0.189,0.176,0.268,-0.096,0.227,0.458,0.028,0.35,73.765,59.009,14.757,-12.693,28.622,55.013,5.534,68.231
4416,2017,4244688,Nathan Rourke,QB,Ohio,Mid-American,390,0.415,0.221,0.909,0.347,0.397,0.607,0.446,0.368,161.837,61.82,100.017,59.728,48.416,56.483,104.405,57.432
6536,2018,3858944,Blake Barnett,QB,South Florida,American Athletic,390,0.274,0.223,0.52,0.138,0.24,0.537,0.204,0.371,106.738,72.388,34.35,19.088,36.235,50.49,46.594,60.143
6801,2018,4035292,Shea Patterson,QB,Michigan,Big Ten,389,0.391,0.365,0.561,0.235,0.239,0.783,0.261,0.568,152.24,122.501,29.739,34.575,29.423,90.062,58.472,93.768
992,2015,552097,Anu Solomon,QB,Arizona,Pac-12,388,0.34,0.323,0.456,0.184,0.343,0.606,0.176,0.616,131.963,109.607,22.356,27.769,47.617,53.973,42.679,89.284
2413,2016,549804,Mike White,QB,Western Kentucky,Conference USA,388,0.481,0.49,0.21,0.485,0.522,0.539,0.415,0.6,186.645,184.13,2.515,87.258,63.187,43.675,103.221,83.424
8893,2019,4361182,Adrian Martinez,QB,Nebraska,Big Ten,387,0.211,0.151,0.345,0.04,-0.013,0.737,0.09,0.395,81.475,40.403,41.072,5.829,-1.626,80.354,21.107,60.367
9103,2019,4034857,Patrick O'Brien,QB,Colorado State,Mountain West,387,0.296,0.33,0.003,0.209,0.242,0.393,0.161,0.483,114.509,114.393,0.117,32.344,26.188,44.817,36.212,78.297
6422,2018,4361994,Sam Hartman,QB,Wake Forest,ACC,386,0.222,0.214,0.256,-0.052,0.292,0.485,0.118,0.378,85.849,65.59,20.258,-8.007,35.964,46.036,27.273,58.576
812,2015,3116144,Clayton Thorson,QB,Northwestern,Big Ten,385,0.163,0.072,0.528,-0.121,0.013,0.478,-0.013,0.369,62.933,22.255,40.678,-13.578,1.593,71.264,-2.758,65.691
8895,2019,3728240,Kelly Bryant,QB,Missouri,SEC,383,0.212,0.228,0.153,0.121,0.217,0.414,0.172,0.275,81.179,68.77,12.409,18.131,29.088,40.206,40.231,40.948
