Rk,Player,Year,Class,School,G,Kick Ret,Kick Ret Yds,Kick Ret Avg,Kick Ret TD
1,Jacob Daulong,2019,SO,Houston,1,1,2,2,0
2,Isaac Guerendo,2019,FR,Wisconsin,1,1,49,49,0
3,Austyn Chestnut,2019,SO,North Carolina,1,1,8,8,0
4,Seneca Milledge,2019,FR,Virginia,3,8,206,25.8,0
5,AC White,2019,FR,Old Dominion,1,1,4,4,0
6,Bryan Long Jr.,2019,JR,Ohio,2,1,22,22,0
7,Carter Stagner,2019,FR,Eastern Michigan,2,1,4,4,0
8,John Hassell,2019,SO,Memphis,1,1,15,15,0
9,Tevita Ika,2019,FR,Brigham Young,2,5,92,18.4,0
10,Will Watanabe,2019,FR,Brigham Young,1,1,29,29,0
11,Kyshad Mack,2019,FR,Akron,1,1,13,13,0
12,Dexter Carter Jr.,2019,JR,Georgia Southern,3,2,12,6,0
13,Blake Kern,2019,JR,Arkansas,1,1,11,11,0
14,Cameron Latu,2019,FR,Alabama,2,1,0,0,0
15,Will Register,2019,SO,South Carolina,1,1,0,0,0
16,Chase Lane,2019,FR,Texas A&M,1,1,24,24,0
17,Jalen McKenzie,2019,SO,USC,2,1,4,4,0
18,Masen Wake,2019,FR,Brigham Young,2,1,0,0,0
19,Zach Weinmaster,2019,FR,Nebraska,2,3,42,14,0
20,Xavier Johnson,2019,SO,Ohio State,2,1,19,19,0
21,DeJordan Mask,2019,FR,Texas State,6,11,324,29.5,0
22,Walter Pritchett,2019,JR,Troy,2,1,0,0,0
23,Treon Sibley,2019,FR,Liberty,1,1,19,19,0
24,Jackson Burrill,2019,JR,San Jose State,2,2,23,11.5,0
25,Kenan Christon,2019,FR,USC,6,1,20,20,0
26,Jeremy Lewis,2019,FR,East Carolina,4,1,4,4,0
27,Connor Morton,2019,FR,Oregon State,4,4,81,20.3,0
28,Christian Swint,2019,FR,Nevada,2,2,34,17,0
29,Isaac Vance,2019,SO,Kent State,3,1,5,5,0
30,Zion Echols,2019,JR,Fresno State,4,6,115,19.2,0
31,Deonte Perry,2019,JR,Fresno State,1,1,33,33,0
32,Andre Bodison,2019,SR,New Mexico State,4,1,0,0,0
33,Chase Brown,2019,SO,Illinois,2,1,15,15,0
34,Chris Claybrooks,2019,JR,Memphis,8,11,338,30.7,1
35,Zach Johnson,2019,SR,Kentucky,5,4,125,31.3,0
36,Will Matthews,2019,SR,Kent State,7,2,33,16.5,0
37,Keye Thompson,2019,FR,Ohio,7,1,25,25,0
38,Nadir Thompson,2019,FR,Virginia Tech,2,1,14,14,0
39,John Turner,2019,SO,Middle Tennessee State,2,2,12,6,0
40,Mark Williams,2019,FR,Kent State,1,1,0,0,0
41,Boobie Curry,2019,FR,Arizona,6,1,22,22,0
42,Samy Johnson,2019,FR,Arkansas State,3,3,44,14.7,0
43,Chad Magyar,2019,SO,Nevada-Las Vegas,8,1,19,19,0
44,Shaun Peterson Jr,2019,FR,Florida International,3,1,0,0,0
45,T.J. Pledger,2019,SO,Oklahoma,6,8,121,15.1,0
46,Demarcus Townsend,2019,FR,Florida International,2,1,2,2,0
47,Dayton Wade,2019,FR,Western Kentucky,3,2,62,31,0
48,Wesley Kennedy III,2019,JR,Georgia Southern,8,7,172,24.6,0
49,Jaylan Alexander,2019,SO,Purdue,9,1,8,8,0
50,Darrell Brown,2019,SR,Old Dominion,8,1,24,24,0
51,Parker Eichenberger,2019,SO,Houston,4,2,15,7.5,0
52,Jonny Forrest,2019,JR,Temple,3,1,12,12,0
53,Timmie Gibson,2019,SO,Troy,6,5,48,9.6,0
54,T.J. Hammonds,2019,JR,Arkansas,5,3,61,20.3,0
55,Hunter Hayek,2019,JR,Rutgers,1,1,1,1,0
56,Jawhar Jordan,2019,FR,Syracuse,4,4,114,28.5,0
57,Michael Kopaygorodsky,2019,SO,Cincinnati,4,1,13,13,0
58,Houston Miller,2019,JR,Texas Tech,2,1,7,7,0
59,Monte Pottebaum,2019,FR,Iowa,2,1,10,10,0
60,TJ Sheffield,2019,FR,Purdue,1,2,30,15,0
61,Leonard Taylor,2019,SO,Cincinnati,4,1,13,13,0
62,Wayne Toussant,2019,FR,Louisiana Tech,8,15,387,25.8,0
63,A.J. Woods,2019,FR,Pittsburgh,3,5,78,15.6,0
64,Michael Young,2019,JR,Notre Dame,3,2,48,24,0
65,DeShawn Collins,2019,JR,California,7,3,58,19.3,0
66,Antonio Dicerbo,2019,JR,Maryland,1,1,6,6,0
67,Elijah Juarez,2019,FR,Arizona State,4,1,7,7,0
68,Gabriel Rogers,2019,JR,Memphis,1,1,99,99,1
69,Chad Alexander,2019,FR,New Mexico,3,4,74,18.5,0
70,John Brannon,2019,JR,Texas State,1,1,0,0,0
71,Patrick Elima-Jeune,2019,SO,Fresno State,4,6,107,17.8,0
72,Jeff Foreman,2019,FR,Arkansas State,6,10,253,25.3,0
73,Matt Geiger,2019,SO,Old Dominion,7,2,33,16.5,0
74,Tyler Gilchrist,2019,JR,Akron,3,1,20,20,0
75,Conner Greene,2019,SR,Iowa State,2,1,0,0,0
76,Hayden Harrison,2019,JR,North Texas,3,2,12,6,0
77,Isaiah Holiness,2019,FR,San Jose State,7,3,66,22,0
78,AJ Howard Jr.,2019,SO,Army,3,2,6,3,0
79,Keegan Jones,2019,FR,UCLA,1,2,28,14,0
80,Orlando Lacey,2019,SO,Troy,4,2,23,11.5,0
81,Rashaan Lewis,2019,SO,Florida Atlantic,1,1,8,8,0
82,Ja'Veon Marlow,2019,FR,Vanderbilt,3,4,81,20.3,0
83,Logan Peterson,2019,SO,Florida Atlantic,3,1,16,16,0
84,Geordon Porter,2019,FR,Arizona State,5,2,62,31,0
85,Lincoln Victor,2019,FR,Hawaii,9,17,399,23.5,0
86,Carter Ware,2019,SO,Texas Christian,3,1,1,1,0
87,Kaegun Williams,2019,SO,San Diego State,7,4,140,35,1
88,Dylan Wyatt,2019,SO,Illinois,1,1,15,15,0
89,Praise Okorie,2019,JR,Louisiana Tech,5,1,0,0,0
90,Jacob Adams,2019,SO,Louisiana Tech,3,1,4,4,0
91,Micah Baskerville,2019,SO,Louisiana State,9,1,46,46,0
92,Brandon Bischof,2019,SO,Akron,6,1,0,0,0
93,Brett Bostad,2019,FR,Northern Illinois,2,1,6,6,0
94,Robert Burns,2019,SO,Miami (FL),5,1,16,16,0
95,Bryson Carroll,2019,SO,New Mexico,10,8,245,30.6,0
96,Tory Carter,2019,JR,Louisiana State,4,1,0,0,0
97,Bobby Cole,2019,SO,New Mexico,6,1,4,4,0
98,Ty'Ree Evans,2019,JR,Southern Mississippi,4,1,8,8,0
99,Colby Gore,2019,SR,East Carolina,10,6,88,14.7,0
100,Julian Hicks,2019,SO,Akron,8,1,17,17,0
101,Berkeley Holman,2019,SO,Northwestern,8,1,18,18,0
102,Darnay Holmes,2019,JR,UCLA,10,1,20,20,0
103,Jacoby Hopkins,2019,FR,Texas State,4,1,1,1,0
104,Shocky Jacques-Louis,2019,SO,Pittsburgh,9,4,62,15.5,0
105,Brandon Junk,2019,SR,Akron,2,1,3,3,0
106,Matt Locher,2019,SR,Boise State,6,2,17,8.5,0
107,Michael LoVett III,2019,JR,New Mexico,8,7,170,24.3,0
108,Sione Lund,2019,SO,Utah,6,1,6,6,0
109,Pearse Migl,2019,FR,Louisiana,5,2,15,7.5,0
110,Malik Miller,2019,JR,Auburn,7,1,0,0,0
111,Dante Nardi,2019,FR,Massachusetts,1,1,0,0,0
112,Jaylin Nelson,2019,JR,Texas State,4,2,34,17,0
113,Nick Provenzano,2019,JR,Boise State,4,1,10,10,0
114,Ryan Renick,2019,JR,Texas A&M,5,1,11,11,0
115,Drew Schlegel,2019,SR,Kentucky,4,2,9,4.5,0
116,Ainias Smith,2019,FR,Texas A&M,10,11,221,20.1,0
117,Melquan Stovall,2019,FR,Nevada,8,4,81,20.3,0
118,Jacquez Stuart,2019,FR,Toledo,3,3,68,22.7,0
119,Andre Welch,2019,JR,Michigan State,2,1,12,12,0
120,Pro Wells,2019,SO,Texas Christian,8,1,5,5,0
121,Nate Wieting,2019,SR,Iowa,4,1,0,0,0
122,Cam Wiley,2019,FR,Minnesota,3,4,76,19,0
123,Steven Witchoskey,2019,JR,Western Kentucky,3,1,10,10,0
124,Winston Wright,2019,FR,West Virginia,8,7,193,27.6,1
125,Garrett Walston,2019,JR,North Carolina,6,2,12,6,0
126,Isaiah Azubuike,2019,FR,Arkansas State,5,1,18,18,0
127,Keevan Bailey,2019,FR,Colorado State,8,1,19,19,0
128,Julian Barnett,2019,FR,Michigan State,10,3,36,12,0
129,Michael Barrett,2019,SO,Michigan,6,1,20,20,0
130,Nazar Bombata,2019,FR,Arizona,2,1,16,16,0
131,Keith Brown Jr.,2019,JR,Memphis,6,5,37,7.4,0
132,Maurice Burkley,2019,JR,Louisville,4,1,20,20,0
133,Mitchell Burton,2019,SO,Miami (OH),2,2,32,16,0
134,DJ Chatman,2019,JR,Arkansas State,6,1,5,5,0
135,Hugh Davis,2019,FR,Boston College,4,1,0,0,0
136,Dawson Downing,2019,JR,Missouri,10,2,45,22.5,0
137,Jahquez Evans,2019,FR,South Florida,6,5,99,19.8,0
138,Reynaldo Flores,2019,SO,UTEP,8,2,10,5,0
139,Johnny Ford,2019,SO,South Florida,4,1,13,13,0
140,Terrence Ganyi,2019,FR,Connecticut,7,1,5,5,0
141,Remington Green,2019,JR,Liberty,6,1,9,9,0
142,Tyler Guidry,2019,FR,Louisiana,7,1,8,8,0
143,Thomas Harper,2019,FR,Oklahoma State,6,1,22,22,0
144,De'Michael Harris,2019,SR,Southern Mississippi,11,9,243,27,1
145,Tre'Shaun Harrison,2019,SO,Florida State,10,5,99,19.8,0
146,Jeremiah Haydel,2019,JR,Texas State,10,3,87,29,0
147,Daiyan Henley,2019,JR,Nevada,2,1,12,12,0
148,Jamahl Horne,2019,FR,Kansas,7,20,442,22.1,0
149,Terrence Horne,2019,FR,South Florida,6,1,21,21,0
150,John Humphrey,2019,SR,Nevada,4,3,62,20.7,0
151,Javon Jackson,2019,JR,Duke,5,3,26,8.7,0
152,Chase Jasmin,2019,JR,San Diego State,11,2,30,15,0
153,Braydon Johnson,2019,SO,Oklahoma State,10,8,149,18.6,0
154,Evan Johnson,2019,JR,North Texas,4,5,63,12.6,0
155,Shannon Junior,2019,FR,Massachusetts,1,2,8,4,0
156,Derion Kendrick,2019,SO,Clemson,11,2,51,25.5,0
157,Oakley Lavallii,2019,JR,Central Michigan,3,1,6,6,0
158,Logan Lee,2019,JR,Utah State,4,2,19,9.5,0
159,Caden Leggett,2019,FR,Texas Tech,4,3,68,22.7,0
160,Dylan Leonard,2019,FR,Georgia Tech,3,1,8,8,0
161,Ahrod Lloyd,2019,SO,Indiana,5,3,45,15,0
162,Michael Love,2019,FR,Northern Illinois,9,2,13,6.5,0
163,Matt Lynch,2019,JR,UCLA,3,2,16,8,0
164,Darius Maberry,2019,SO,Southern Mississippi,5,2,29,14.5,0
165,Joey Magnifico,2019,SR,Memphis,9,2,50,25,0
166,RB Marlow III,2019,SR,Bowling Green State,11,12,231,19.3,0
167,Isaac Martin,2019,SO,Louisville,3,1,0,0,0
168,Adam Mehelic,2019,SO,Miami (OH),2,2,28,14,0
169,Kirk Merritt,2019,SR,Arkansas State,11,12,354,29.5,1
170,Ben Miles,2019,SO,Kansas,6,1,12,12,0
171,Brock Monty,2019,JR,Kansas State,7,1,4,4,0
172,Presley Motes,2019,JR,Bowling Green State,5,1,5,5,0
173,Tyler Page,2019,JR,SMU,8,4,107,26.8,0
174,Nathan Parodi,2019,FR,Arkansas,5,2,0,0,0
175,Damond Philyaw-Johnson,2019,SO,Duke,9,17,549,32.3,2
176,Markenzy Pierre,2019,SO,Syracuse,4,4,96,24,0
177,D'Vonte Price,2019,JR,Florida International,11,4,47,11.8,0
178,Gerrit Prince,2019,JR,UAB,6,2,13,6.5,0
179,Logan Rudolph,2019,SO,Clemson,11,1,1,1,0
180,Michael Salerno,2019,SO,SMU,4,1,0,0,0
181,Jahmal Sam,2019,FR,Texas-San Antonio,10,17,315,18.5,0
182,J.C. Santana,2019,SO,Tulsa,7,3,59,19.7,0
183,John Samuel Shenker,2019,SO,Auburn,4,1,10,10,0
184,Dontae Smith,2019,FR,Georgia Tech,5,6,138,23,0
185,Peter Stehr,2019,FR,Boston College,2,1,0,0,0
186,Caleb Steward,2019,FR,Virginia Tech,5,1,4,4,0
187,Derrick Vickers,2019,SR,Utah,12,5,118,23.6,0
188,Keion Wakefield,2019,JR,Louisville,5,2,44,22,0
189,Hunter Webb,2019,FR,Connecticut,5,1,2,2,0
190,Terius Wheatley,2019,SO,Virginia Tech,6,12,253,21.1,0
191,Anthony Williams Jr.,2019,FR,Michigan State,10,5,93,18.6,0
192,Jai Williams,2019,FR,Coastal Carolina,7,5,78,15.6,0
193,Brett Winnegan,2019,SR,Texas-San Antonio,3,6,155,25.8,0
194,Lee Witherspoon,2019,FR,Mississippi State,8,1,15,15,0
195,Mykael Wright,2019,FR,Oregon,10,9,348,38.7,2
196,Devonte Young,2019,SR,Iowa,6,1,18,18,0
197,Joshua Youngblood,2019,FR,Kansas State,10,13,495,38.1,3
198,Tavares Kelly,2019,SO,Virginia,9,8,179,22.4,0
199,Jordan Myers,2019,JR,Rice,8,2,21,10.5,0
200,Jafar Armstrong,2019,JR,Notre Dame,7,3,46,15.3,0
201,Hassan Hall,2019,SO,Louisville,12,23,728,31.7,1
202,Javian Hawkins,2019,FR,Louisville,12,3,47,15.7,0
203,Lawrence Keys lll,2019,SO,Notre Dame,9,10,194,19.4,0
204,Shayne Simon,2019,SO,Notre Dame,5,1,9,9,0
205,Kyren Williams,2019,FR,Notre Dame,2,2,35,17.5,0
206,Tre Brown,2019,JR,Oklahoma,13,23,411,17.9,0
207,Charleston Rambo,2019,SO,Oklahoma,13,2,38,19,0
208,Jeremy Singleton,2019,SO,Houston,12,3,34,11.3,0
209,Bryson Smith,2019,SO,Houston,9,2,42,21,0
210,Marquez Stevenson,2019,JR,Houston,12,17,473,27.8,2
211,Brayden Willis,2019,SO,Oklahoma,11,1,5,5,0
212,Eli Adams,2019,FR,Virginia Tech,7,1,14,14,0
213,Jaylond Adams,2019,SO,Southern Mississippi,9,10,308,30.8,2
214,Salvon Ahmed,2019,JR,Washington,11,5,116,23.2,0
215,Brad Anderson,2019,JR,Middle Tennessee State,10,1,10,10,0
216,Darius Anderson,2019,SR,Texas Christian,12,14,309,22.1,0
217,Deangleo Antoine,2019,SO,Florida Atlantic,13,14,285,20.4,0
218,Terrion Avery,2019,JR,South Alabama,3,1,11,11,0
219,Tyler Badie,2019,SO,Missouri,12,6,115,19.2,0
220,Dee Baker,2019,FR,Southern Mississippi,2,3,43,14.3,0
221,Kawaan Baker,2019,JR,South Alabama,12,2,35,17.5,0
222,Daniel Barker,2019,SO,Illinois,8,1,0,0,0
223,Darwin Barlow,2019,FR,Texas Christian,3,1,20,20,0
224,Brandius Batiste,2019,JR,Louisiana-Monroe,5,4,74,18.5,0
225,Ryan Bay,2019,SR,Oregon,5,1,6,6,0
226,Brody Belt,2019,FR,Nebraska,6,3,49,16.3,0
227,Nate Betts,2019,JR,Kansas,5,2,14,7,0
228,Keyon Blakenbaker,2019,SO,Wyoming,12,1,1,1,0
229,Jadan Blue,2019,SO,Temple,12,2,42,21,0
230,Daniel Bolden,2019,SO,Toledo,12,1,15,15,0
231,Isaiah Bolden,2019,FR,Florida State,8,6,156,26,0
232,Max Borghi,2019,SO,Washington State,12,2,21,10.5,0
233,Lynn Bowden Jr.,2019,JR,Kentucky,12,8,200,25,0
234,Brandon Bowling,2019,JR,Arkansas State,11,6,76,12.7,0
235,Scott Bracey,2019,JR,Duke,9,1,17,17,0
236,Ja'Marcus Bradley,2019,SR,Louisiana,12,11,211,19.2,0
237,Brenden Brady,2019,SO,Texas-San Antonio,12,5,105,21,0
238,Christian Braswell,2019,SO,Temple,10,1,23,23,0
239,Monquavion Brinson,2019,SR,Georgia Southern,12,4,99,24.8,1
240,Phillip Brooks,2019,FR,Kansas State,11,11,252,22.9,0
241,Dre Brown,2019,SR,Illinois,12,22,578,26.3,0
242,Journey Brown,2019,JR,Penn State,12,2,19,9.5,0
243,LaTrell Bumphus,2019,JR,Tennessee,10,1,2,2,0
244,Treylon Burks,2019,FR,Arkansas,11,10,226,22.6,0
245,Michiah Burton,2019,FR,Akron,10,2,15,7.5,0
246,Sam Burton,2019,FR,Marshall,11,1,8,8,0
247,Akilian Butler,2019,SR,Boise State,13,4,74,18.5,0
248,Jordan Byrd,2019,SO,San Diego State,11,13,266,20.5,0
249,Raymond Calais,2019,SR,Louisiana,13,17,500,29.4,0
250,Marquez Callaway,2019,SR,Tennessee,12,2,37,18.5,0
251,Bryson Cannon,2019,JR,Eastern Michigan,9,1,8,8,0
252,Stephen Carr,2019,JR,USC,9,6,106,17.7,0
253,Michael Carter II,2019,JR,Duke,12,13,261,20.1,0
254,KeSean Carter,2019,SO,Texas Tech,12,11,241,21.9,0
255,Michael Carter,2019,JR,North Carolina,12,17,428,25.2,0
256,Perry Carter,2019,SO,Louisiana-Monroe,10,5,68,13.6,0
257,Ty Chandler,2019,JR,Tennessee,11,10,204,20.4,0
258,Brian Cole,2019,SR,Mississippi State,12,6,104,17.3,0
259,Chris Coleman,2019,SO,Fresno State,9,4,69,17.3,0
260,Douglas Coleman,2019,SR,Texas Tech,12,1,21,21,0
261,Khaleb Coleman,2019,SO,Liberty,6,1,49,49,0
262,Timothy Collins,2019,SO,Western Michigan,12,2,15,7.5,0
263,Tyleek Collins,2019,SO,Nevada-Las Vegas,9,14,304,21.7,0
264,Austin Conway,2019,SR,Wyoming,11,1,24,24,0
265,James Cook,2019,SO,Georgia,12,4,57,14.3,0
266,Tanner Cowley,2019,SR,Virginia,13,2,23,11.5,0
267,Isiah Cox,2019,SO,Ohio,12,2,35,17.5,0
268,Damonte Coxie,2019,JR,Memphis,13,1,2,2,0
269,Sheldon Croney Jr.,2019,SR,Iowa State,7,2,11,5.5,0
270,Jalen Cropper,2019,FR,Fresno State,9,5,113,22.6,0
271,Marcus Crowley,2019,FR,Ohio State,7,1,17,17,0
272,Marcel Dancy,2019,JR,California,10,1,18,18,0
273,B.J. Daniels,2019,JR,Texas-San Antonio,7,3,77,25.7,0
274,Jaelon Darden,2019,JR,North Texas,12,1,4,4,0
275,Ashtyn Davis,2019,SR,California,11,7,149,21.3,0
276,Daewood Davis,2019,SO,Oregon,9,4,93,23.3,0
277,Derius Davis,2019,SO,Texas Christian,9,2,22,11,0
278,Vincent Davis,2019,FR,Pittsburgh,10,1,13,13,0
279,Jimmy Daw,2019,SO,Ball State,11,3,50,16.7,0
280,Walter Dawn,2019,JR,UTEP,10,13,286,22,0
281,Ethan Dedeaux,2019,SO,San Diego State,6,1,14,14,0
282,Josh Delgado,2019,FR,Oregon,9,1,7,7,0
283,Emari Demercado,2019,JR,Texas Christian,4,1,9,9,0
284,Trevon Diggs,2019,SR,Alabama,12,6,117,19.5,0
285,Jay Dineen,2019,SO,Kansas,11,1,8,8,0
286,Joseph Dorceus,2019,JR,Memphis,13,1,1,1,0
287,Meiko Dotson,2019,JR,Florida Atlantic,12,4,73,18.3,0
288,Robert Downs III,2019,JR,New Mexico State,10,1,8,8,0
289,Q' Drennan,2019,JR,New Mexico,4,3,68,22.7,0
290,Dylan Drummond,2019,SO,Eastern Michigan,12,12,235,19.6,0
291,Malik Dunner,2019,SR,Ball State,12,30,719,24,1
292,Devin Duvernay,2019,SR,Texas,12,10,205,20.5,0
293,Travis Dye,2019,SO,Oregon,13,13,276,21.2,0
294,Jerrion Ealy,2019,FR,Ole Miss,12,13,317,24.4,1
295,Trestan Ebner,2019,JR,Baylor,12,1,12,12,0
296,B.J. Edmonds,2019,SR,Arkansas State,12,1,22,22,0
297,Clyde Edwards-Helaire,2019,JR,Louisiana State,13,10,214,21.4,0
298,David Ellis,2019,FR,Indiana,12,26,528,20.3,0
299,Chris Elmore,2019,JR,Syracuse,9,1,13,13,0
300,DJ England-Chisolm,2019,FR,Middle Tennessee State,7,1,18,18,0
301,Ceneca Espinoza Jr.,2019,JR,Liberty,11,6,114,19,0
302,Darrynton Evans,2019,JR,Appalachian State,13,16,386,24.1,1
303,Sheldon Evans,2019,SO,Marshall,11,10,229,22.9,0
304,Caleb Farley,2019,SO,Virginia Tech,10,2,3,1.5,0
305,Deondre Farrier,2019,SR,East Carolina,11,1,6,6,0
306,Myles Fells,2019,JR,Navy,8,2,36,18,0
307,Maurice Ffrench,2019,SR,Pittsburgh,10,4,69,17.3,0
308,Joshua Fields,2019,JR,UTEP,11,4,54,13.5,0
309,Tre'Shown Fields,2019,SR,Eastern Michigan,2,1,2,2,0
310,Rodrick Fisher,2019,FR,Washington State,9,3,41,13.7,0
311,Braden Fiske,2019,FR,Western Michigan,11,1,9,9,0
312,Bryant Fitzgerald,2019,SO,Indiana,12,4,43,10.8,0
313,Josh Fleeks,2019,SO,Baylor,11,10,229,22.9,0
314,Tayon Fleet-Davis,2019,JR,Maryland,9,3,30,10,0
315,Walter Fletcher,2019,SO,Ball State,12,6,142,23.7,0
316,Jericho Flowers,2019,SR,Nevada-Las Vegas,12,1,0,0,0
317,Miller Forristall,2019,JR,Alabama,7,1,3,3,0
318,Joe Foucha,2019,SO,Arkansas,12,1,3,3,0
